Stats on top 100 results,,,,,,,,,,
keyword,count,average confidence,max confidence,Hits / 1430172,average confidence of top 10%,meaning,relevant,relative count,relative hits,sample weight
03.05.07,1,0.01509,0.01509,319,0.0293220117,"Rats, mice, moles, hamsters",,0.01,0.0002230501,
08.01.19,1,0.01188,0.01188,1007,0.0293220117,"Chocolate, confectionery, chewing gum, sweets, candy",,0.01,0.0007041111,
18.05.03,1,0.01035,0.01035,893,0.0293220117,Stylized aeroplanes,,0.01,0.0006244004,
01.01.04,1,0.01374,0.01374,978,0.0293220117,Three stars,,0.01,0.0006838338,
21.03.10,1,0.0081960032,0.0081960032,12,0.0293220117,Snowboards,,0.01,8.39059917268692E-006,
02.09.01,1,0.01175,0.01175,6317,0.0293220117,Hearts,,0.01,0.0044169512,
03.01.28,1,0.008924,0.008924,516,0.0293220117,Animals of Series I sitting down,,0.01,0.0003607958,
02.09.22,1,0.01129,0.01129,293,0.0293220117,,,0.01,0.0002048705,
26.01.03,1,0.01017,0.01017,30880,0.0293220117,One circle,,0.01,0.0215918085,
27.05.22,1,0.01294,0.01294,14566,0.0293220117,"Monograms formed of intertwined, overlapping or otherwise combined letters",,0.01,0.010184789,
04.01.04,1,0.02191,0.02191,219,0.0293220117,"Devils or other horned personages, with or without wings",,0.01,0.0001531284,
04.01.03,1,0.01175,0.01175,487,0.0293220117,"Other winged personages, fairies (except 4.1.4)",,0.01,0.0003405185,
02.03.18,1,0.0138,0.0138,112,0.0293220117,Women drinking or eating,,0.01,7.83122589450779E-005,
04.05.02,1,0.02148,0.02148,1534,0.0293220117,"Personified objects, combinations of objects representing a personage",,0.01,0.0010725983,
19.01.06,1,0.0085590001,0.0085590001,112,0.0293220117,Barrels standing upright,,0.01,7.83122589450779E-005,
19.01.01,1,0.01087,0.01087,168,0.0293220117,"Large cylindrical or elliptical containers (such as tanks, gas bottles, gas cylinders, barrels)",,0.01,0.0001174684,
06.19.09,1,0.01386,0.01386,554,0.0293220117,Other cultivated areas,,0.01,0.000387366,
04.05.04,1,0.008283,0.008283,320,0.0293220117,Robots of human appearance,,0.01,0.0002237493,
02.01.05,1,0.01668,0.01668,403,0.0293220117,"Men wearing a dinner jacket or a suit, smoking-suit",,0.01,0.0002817843,
02.01.02,1,0.01089,0.01089,781,0.0293220117,Armed men or men wearing armour or a uniform,,0.01,0.0005460882,
04.02.11,1,0.009527,0.009527,154,0.0293220117,"Sirens, naiads",,0.01,0.0001076794,
02.01.09,1,0.008094,0.008094,192,0.0293220117,"Musicians, men with musical instruments, conductors of orchestra",,0.01,0.0001342496,
02.01.08,1,0.008626,0.008626,2166,0.0293220117,"Acrobats, athletes, dancers, jugglers, nude men, men practising sports, men on bicycle, on motorcycle etc. (except 2.1.2, 2.1.12, 2.1.14, 2.1.20 and 2.1.21)",,0.01,0.0015145032,
03.07.26,1,0.01188,0.01188,846,0.0293220117,Groups of birds or bats,,0.01,0.0005915372,
27.99.11,1,0.008058,0.008058,2860,0.0293220117,Letter “K”,,0.01,0.0019997595,
01.03.17,1,0.01386,0.01386,1192,0.0293220117,Sun with rays constituted by triangles,,0.01,0.0008334662,
01.01.09,1,0.01223,0.01223,1308,0.0293220117,Stars with four points,,0.01,0.0009145753,
04.03.09,1,0.008962,0.008962,223,0.0293220117,Unicorns,,0.01,0.0001559253,
04.03.07,1,0.008910001,0.008910001,100,0.0293220117,Other winged quadrupeds,,0.01,6.9921659772391E-005,
03.05.17,1,0.0335600003,0.0335600003,36,0.0293220117,Other quadrupeds belonging to Series I to V,,0.01,2.51717975180608E-005,
24.07.11,1,0.01117,0.01117,201,0.0293220117,Flags in the form of a banderole,,0.01,0.0001405425,
26.02.01,1,0.01087,0.01087,929,0.0293220117,Segments of circles or ellipses (except 26.2.7),,0.01,0.0006495722,
26.99.03,1,0.01464,0.01464,15240,0.0293220117,One ellipse,,0.01,0.0106560609,
27.99.19,1,0.01294,0.01294,7412,0.0293220117,Letter “S”,,0.01,0.0051825934,
03.09.04,1,0.01294,0.01294,411,0.0293220117,Dolphins,,0.01,0.000287378,
02.03.24,1,0.009838,0.009838,205,0.0293220117,Several women,,0.01,0.0001433394,
27.07.12,1,0.009838,0.009838,409,0.0293220117,Numerals crossed or barred by letters or numerals or a figurative element,,0.01,0.0002859796,
06.01.02,1,0.01448,0.01448,1395,0.0293220117,"Mountains, mountain landscapes",,0.01,0.0009754072,
03.11.17,1,0.01087,0.01087,93,0.0293220117,"Seals, sea lions",,0.01,6.50271435883236E-005,
18.03.09,1,0.009029,0.009029,350,0.0293220117,Other sailing boats,,0.01,0.0002447258,
05.01.09,1,0.009827,0.009827,37,0.0293220117,Groups of trees or of bushes of different shapes,,0.01,0.000025871,
25.01.25,1,0.01294,0.01294,4406,0.0293220117,Other ornamental motifs,,0.01,0.0030807483,
25.03.97,1,0.00796,0.00796,644,0.0293220117,Elongated surfaces with entasis on one side,,0.01,0.0004502955,
03.01.01,1,0.008111,0.008111,1173,0.0293220117,Lions,,0.01,0.0008201811,
26.05.01,1,0.01284,0.01284,3453,0.0293220117,One polygon,,0.01,0.0024143949,
01.15.24,1,0.008843,0.008843,1599,0.0293220117,"Waves, sound and micro waves.",,0.01,0.0011180473,
03.05.25,1,0.01411,0.01411,430,0.0293220117,Animals of Series V in costume,,0.01,0.0003006631,
14.09.05,1,0.01411,0.01411,22,0.0293220117,"Pickaxes, ice axes, hoes",,0.01,1.5382765149926E-005,
24.07.01,1,0.01117,0.01117,2253,0.0293220117,One flag,,0.01,0.001575335,
27.99.03,1,0.01294,0.01294,6684,0.0293220117,Letter “C”,,0.01,0.0046735637,
05.05.21,1,0.01448,0.01448,7200,0.0293220117,One flower,,0.01,0.0050343595,
18.05.01,1,0.01035,0.01035,899,0.0293220117,"Aeroplanes, helicopters",,0.01,0.0006285957,
05.01.08,1,0.009827,0.009827,209,0.0293220117,"More than three trees or three bushes, thickets, copses",,0.01,0.0001461363,
24.01.09,1,0.008111,0.008111,1032,0.0293220117,Shields containing representations of animals or parts of animals' bodies,,0.01,0.0007215915,
11.03.04,1,0.0138,0.0138,971,0.0293220117,"Cups, cups with saucers",,0.01,0.0006789393,
22.05.10,1,0.01018,0.01018,359,0.0293220117,Sculptures representing human beings,,0.01,0.0002510188,
21.01.03,1,0.01175,0.01175,104,0.0293220117,Diamond (suit),,0.01,7.27185261632866E-005,
03.07.06,1,0.01188,0.01188,879,0.0293220117,"Ducks, geese, swans",,0.01,0.0006146114,
03.07.03,1,0.01188,0.01188,953,0.0293220117,"Cocks, hens, chickens",,0.01,0.0006663534,
05.03.06,1,0.01175,0.01175,764,0.0293220117,"Trefoils, and trefoils represented as symbols or appearing on playing cards.",,0.01,0.0005342015,
03.07.01,1,0.00881,0.00881,1474,0.0293220117,"Eagles, falcons, vultures, condors, hawks",,0.01,0.0010306453,
,,,,,,,,0,0,
Crocs,,,,,,,,0,0,
26.01.03,27,0.1358369737,0.2554,30880,0.5108245575,One circle,1,0.27,0.0215918085,
24.03.07,26,0.149610942,0.72659364,7303,0.5108245575,"Seals or stamps, circular",1,0.26,0.0051063788,
25.01.96,16,0.2534041438,0.99726295,1238,0.5108245575,Labels in the form of a circle,1,0.16,0.0008656301,
26.01.22,13,0.1193144235,0.163,2343,0.5108245575,Circles containing inscriptions arranged in some other form,,0.13,0.0016382645,
26.01.18,9,0.122097349,0.163,9301,0.5108245575,Circles containing one or more letters,,0.09,0.0065034136,
24.03.18,8,0.1167565984,0.1566,2420,0.5108245575,Seals or stamps with inscriptions,,0.08,0.0016921042,
26.01.24,7,0.1315299593,0.1982,9702,0.5108245575,Circles with dark surfaces or parts of surfaces,,0.07,0.0067837994,
26.01.05,5,0.1457498334,0.2306313756,2949,0.5108245575,"More than two circles, inside one another, spirals",,0.05,0.0020619897,
26.01.04,5,0.126998,0.1781,2969,0.5108245575,Two circles one inside the other,1,0.05,0.0020759741,
26.01.20,5,0.1345123296,0.1781,2009,0.5108245575,Circles containing inscriptions arranged along the radius or diameter,,0.05,0.0014047261,
01.01.99,4,0.1266022146,0.1737,6653,0.5108245575,Stars with five points,,0.04,0.004651888,
26.01.99,4,0.14985,0.1982,3151,0.5108245575,Circles containing one or more lines or bands (specify the content),,0.04,0.0022032315,
25.01.06,4,0.151925,0.1813,5762,0.5108245575,"Banderoles, cartouches",,0.04,0.004028886,
29.01.01,4,0.1158844202,0.1288,28169,0.5108245575,"Red, pink, orange",,0.04,0.0196962323,
26.01.21,4,0.1377640077,0.1781,544,0.5108245575,Circles containing inscriptions arranged in circular form,,0.04,0.0003803738,
26.04.05,3,0.157971265,0.1813,45824,0.5108245575,One quadrilateral,,0.03,0.0320409014,
29.01.08,3,0.1316458936,0.1647,17277,0.5108245575,Black,,0.03,0.0120803652,
29.01.02,3,0.1316458936,0.1647,9269,0.5108245575,"Yellow, gold",,0.03,0.0064810386,
25.01.91,3,0.1086066667,0.1272,1748,0.5108245575,Labels only with inscriptions,,0.03,0.0012222306,
29.01.99,3,0.1138531096,0.1288,2807,0.5108245575,Pink,,0.03,0.001962701,
05.05.21,3,0.1150333333,0.1341,7200,0.5108245575,One flower,,0.03,0.0050343595,
27.05.21,3,0.1182133333,0.1495,29138,0.5108245575,One letter,,0.03,0.0203737732,
02.01.01,3,0.1762503974,0.2237,3806,0.5108245575,"Heads, busts",,0.03,0.0026612184,
01.01.05,3,0.1325133375,0.1737,2575,0.5108245575,More than three stars,,0.03,0.0018004827,
05.05.20,3,0.1150333333,0.1341,7099,0.5108245575,Stylized flowers,,0.03,0.0049637386,
03.11.09,3,0.8918623233,0.99726295,162,0.5108245575,"Alligators, caymans, crocodiles",1,0.03,0.0001132731,
11.03.04,3,0.12104,0.1665,971,0.5108245575,"Cups, cups with saucers",,0.03,0.0006789393,
24.15.15,2,0.1479900553,0.1584801106,598,0.5108245575,Arrows forming any other geometrical figure,,0.02,0.0004181315,
26.04.02,2,0.1482,0.1813,34538,0.5108245575,Rectangles,,0.02,0.0241495429,
03.01.24,2,0.1457188578,0.1765,2555,0.5108245575,Animals of Series I stylized,,0.02,0.0017864984,
05.03.13,2,0.1079697402,0.1195,8293,0.5108245575,Stylized leaves,,0.02,0.0057986032,
05.03.16,2,0.1388697402,0.1813,835,0.5108245575,,,0.02,0.0005838459,
05.07.10,2,0.1405,0.1813,942,0.5108245575,Grapes (single specimens or bunches),,0.02,0.000658662,
27.05.12,2,0.0989980154,0.09904,8504,0.5108245575,"Letters crossed or barred by letters, numerals or a figurative element",,0.02,0.0059461379,
24.03.09,2,0.1055,0.1103,1027,0.5108245575,"Seals or stamps having some other form sealing-wax (cire, lacre)*",,0.02,0.0007180954,
26.04.22,2,0.1482,0.1813,30432,0.5108245575,Quadrilaterals containing other inscriptions,,0.02,0.0212785595,
24.03.02,2,0.11835,0.1292,1367,0.5108245575,"Seals or stamps attached or applied to a document, ribbon or other object",,0.02,0.0009558291,
28.03,2,0.12115,0.1484,6290,0.5108245575,INSCRIPTIONS IN CHINESE OR JAPANESE CHARACTERS,,0.02,0.0043980724,
24.05.01,2,0.1143,0.1286,387,0.5108245575,One medal or coin,,0.02,0.0002705968,
03.05.20,2,0.1294,0.1294,396,0.5108245575,Heads of animals of Series V,,0.02,0.0002768898,
24.15.03,2,0.1329900553,0.1584801106,1696,0.5108245575,More than two arrows,,0.02,0.0011858713,
03.04.02,2,0.14965,0.1701,971,0.5108245575,"Cows, calves",,0.02,0.0006789393,
24.09.02,2,0.219625318,0.336350636,2708,0.5108245575,Crowns open at the top,,0.02,0.0018934785,
29.01.03,2,0.1151188404,0.1288,16199,0.5108245575,Green,,0.02,0.0113266097,
29.01.04,2,0.1151188404,0.1288,30911,0.5108245575,Blue,,0.02,0.0216134843,
29.01.06,2,0.1098188404,0.1182,10048,0.5108245575,"White, grey, silver",,0.02,0.0070257284,
01.15.11,2,0.132625,0.1665,2522,0.5108245575,"Clouds, fog, vapor, smoke",,0.02,0.0017634243,
29.01.98,2,0.12485,0.1288,10164,0.5108245575,Orange,,0.02,0.0071068375,
26.01.10,2,0.1464,0.1869,920,0.5108245575,Circles containing one or more triangles or lines forming an angle (specify the content),,0.02,0.0006432793,
26.01.12,2,0.1543466218,0.2011932435,394,0.5108245575,Circles containing one or more other geometrical figures (specify the content),,0.02,0.0002754913,
26.01.17,2,0.12735,0.1587,947,0.5108245575,Circles containing one or more numerals,,0.02,0.0006621581,
26.01.96,2,0.1299588957,0.1584801106,3055,0.5108245575,More than three circles juxtaposed,,0.02,0.0021361067,
03.05.19,2,0.1294,0.1294,464,0.5108245575,"Monkeys, apes, orang-utans and other quadrumana",,0.02,0.0003244365,
08.03.08,2,0.14455,0.1871,308,0.5108245575,Cheeses,,0.02,0.0002153587,
06.01.04,2,0.168247979,0.177513795,1604,0.5108245575,Mountains or volcanoes stylized,,0.02,0.0011215434,
03.01.01,2,0.120184423,0.1315,1173,0.5108245575,Lions,,0.02,0.0008201811,
27.99.05,2,0.1278,0.1495,4912,0.5108245575,Letter “E”,,0.02,0.0034345519,
08.05.03,2,0.16285,0.2237,184,0.5108245575,"Sausages (&quot;fresh&quot;), sausages (&quot;dry&quot;), salami",,0.02,0.0001286559,
27.99.01,2,0.1401900553,0.1584801106,6137,0.5108245575,Letter “A”,,0.02,0.0042910923,
27.05.05,2,0.246475318,0.336350636,5158,0.5108245575,Letters containing written or typographical matter,,0.02,0.0036065592,
03.09.10,2,0.147759588,0.1647,1495,0.5108245575,Other fish,,0.02,0.0010453288,
03.01.16,2,0.154,0.1765,2635,0.5108245575,Heads of animals of Series I,,0.02,0.0018424357,
24.15.11,1,0.1584801106,0.1584801106,1181,0.5108245575,Arrows combined with any other figurative element (except A 24.15.13 and A 24.15.15),,0.01,0.0008257748,
29.01.05,1,0.1014376808,0.1014376808,2703,0.5108245575,Violet,,0.01,0.0018899825,
24.11.03,1,0.09943,0.09943,78,0.5108245575,,,0.01,5.4538894622465E-005,
03.09.24,1,0.130819176,0.130819176,1715,0.5108245575,Animals of division 3.9 stylized,,0.01,0.0011991565,
03.07.11,1,0.1419,0.1419,465,0.5108245575,"Doves, pigeons, turtle-doves",,0.01,0.0003251357,
03.01.20,1,0.1149377155,0.1149377155,183,0.5108245575,Animals of Series I rearing,,0.01,0.0001279566,
03.01.26,1,0.108868846,0.108868846,508,0.5108245575,Animals of Series I standing,,0.01,0.000355202,
15.01.13,1,0.2306313756,0.2306313756,1974,0.5108245575,"Propellers, ventilators, blowers, turbines, burners ; all kind of propellers, including those for aircraft or ships",,0.01,0.0013802536,
03.07.16,1,0.1419,0.1419,3145,0.5108245575,Birds in flight or with outspread wings,,0.01,0.0021990362,
03.11.12,1,0.1169,0.1169,413,0.5108245575,"Toads, frogs, tadpoles",,0.01,0.0002887765,
05.03.15,1,0.1195,0.1195,3833,0.5108245575,Two to four leaves,,0.01,0.0026800972,
05.03.14,1,0.2554,0.2554,4980,0.5108245575,One leaf,,0.01,0.0034820987,
26.02.03,1,0.1075,0.1075,852,0.5108245575,Sectors of circles or ellipses (except 26.2.7),,0.01,0.0005957325,
26.15.97,1,0.1209,0.1209,1883,0.5108245575,Sphere with inscription,,0.01,0.0013166249,
24.15.21,1,0.1192,0.1192,1646,0.5108245575,Arrowheads,,0.01,0.0011509105,
26.02.07,1,0.2011932435,0.2011932435,1084,0.5108245575,"Semi-circles, semi-ellipses",,0.01,0.0007579508,
26.02.08,1,0.2011932435,0.2011932435,207,0.5108245575,Semi-circles or semi-ellipses containing letters,,0.01,0.0001447378,
26.15.99,1,0.1209,0.1209,5591,0.5108245575,One sphere,,0.01,0.00390932,
17.03.02,1,0.1004,0.1004,176,0.5108245575,Balances with two trays,,0.01,0.0001230621,
19.07.01,1,0.102,0.102,2390,0.5108245575,Bottles or flasks in circular or elliptical horizontal cross section,,0.01,0.0016711277,
26.01.07,1,0.2554,0.2554,177,0.5108245575,Circles containing one or more ellipses (specify the content),,0.01,0.0001237613,
15.07.11,1,0.1014376808,0.1014376808,199,0.5108245575,Ball bearings and other bearings,,0.01,0.0001391441,
24.11.15,1,0.1128,0.1128,41,0.5108245575,,,0.01,2.86678805066803E-005,
05.09.03,1,0.0964394804,0.0964394804,92,0.5108245575,"Potatoes, other tubers",,0.01,6.43279269905997E-005,
13.01.17,1,0.1272,0.1272,524,0.5108245575,Electric light bulbs or tubes,,0.01,0.0003663895,
16.01.06,1,0.096,0.096,410,0.5108245575,"Computers, word processors, joystick, tastes (also in 24.17.25), mouse pads",,0.01,0.0002866788,
26.04.10,1,0.1151,0.1151,5095,0.5108245575,"Quadrilaterals containing one or more circles, ellipses or polygons (specify the content)",,0.01,0.0035625086,
26.11.25,1,0.1982,0.1982,3050,0.5108245575,Other lines or bands,,0.01,0.0021326106,
14.03.11,1,0.130819176,0.130819176,108,0.5108245575,Hooks,,0.01,7.55153925541823E-005,
24.05.03,1,0.1,0.1,213,0.5108245575,One medal or coin with some other figurative element,,0.01,0.0001489331,
24.05.02,1,0.1,0.1,240,0.5108245575,One medal or coin with the representation of a human head or a human being,,0.01,0.000167812,
05.03.20,1,0.09354,0.09354,1393,0.5108245575,"Other branches with leaves, with or without fruit",,0.01,0.0009740087,
16.01.05,1,0.1075,0.1075,468,0.5108245575,"Radio or television apparatus, apparatus for reproduction of images (video)",,0.01,0.0003272334,
16.01.25,1,0.1075,0.1075,440,0.5108245575,"Other apparatus for telecommunication or the recording or reproduction of sound, loud speakers",,0.01,0.0003076553,
26.13.99,1,0.096735858,0.096735858,2169,0.5108245575,Strokes of brush,,0.01,0.0015166008,
26.03.24,1,0.1869,0.1869,3078,0.5108245575,Triangles with dark surfaces or parts of surfaces,,0.01,0.0021521887,
03.04.11,1,0.1031,0.1031,767,0.5108245575,"Goats, sheep, moufflons, chamois",,0.01,0.0005362991,
03.04.13,1,0.1701,0.1701,1151,0.5108245575,"Heads of animals of Series IV, with horns",,0.01,0.0008047983,
22.05.19,1,0.1309,0.1309,97,0.5108245575,Sculptures representing animals,,0.01,0.000067824,
26.04.24,1,0.1813,0.1813,18811,0.5108245575,Quadrilaterals with dark surfaces or parts of surfaces,,0.01,0.0131529634,
25.01,1,0.1112351205,0.1112351205,52,0.5108245575,ORNAMENTAL MOTIFS,,0.01,3.63592630816433E-005,
18.04.02,1,0.09943,0.09943,455,0.5108245575,Anchors,,0.01,0.0003181436,
24.17.12,1,0.1128,0.1128,330,0.5108245575,Notes alone,,0.01,0.0002307415,
09.03.17,1,0.1161,0.1161,190,0.5108245575,"Belts, buckles for belts",,0.01,0.0001328512,
02.07.23,1,0.1075,0.1075,808,0.5108245575,Groups stylized,,0.01,0.000564967,
27.05,1,0.1112351205,0.1112351205,668,0.5108245575,LETTERS PRESENTING A SPECIAL FORM OF WRITING,,0.01,0.0004670767,
28.01,1,0.0997,0.0997,1683,0.5108245575,,,0.01,0.0011767815,
19.03.01,1,0.102,0.102,999,0.5108245575,"Small cylindrical or elliptical containers (such as tubes for pills or for lipsticks, pots for cosmetic cream, preserve tins, jars, cans)",,0.01,0.0006985174,
26.11.99,1,0.1665,0.1665,5693,0.5108245575,Three lines,,0.01,0.0039806401,
26.11.98,1,0.1982,0.1982,6782,0.5108245575,More than three lines,,0.01,0.004742087,
25.05.02,1,0.1647,0.1647,2455,0.5108245575,"Backgrounds divided into two, horizontally",,0.01,0.0017165767,
02.01.02,1,0.336350636,0.336350636,781,0.5108245575,Armed men or men wearing armour or a uniform,,0.01,0.0005460882,
02.01.96,1,0.09499,0.09499,1278,0.5108245575,Cartoon character,,0.01,0.0008935988,
03.04.07,1,0.163,0.163,714,0.5108245575,"Deer, stags, elk, reindeer, fawns, antelopes",,0.01,0.0004992407,
24.09.07,1,0.1029,0.1029,1324,0.5108245575,Crowns with spheres on the tips of the points,,0.01,0.0009257628,
24.09.01,1,0.1193,0.1193,1858,0.5108245575,Crowns closed at the top (by cap of estate or chapeau),,0.01,0.0012991444,
24.09.03,1,0.1193,0.1193,905,0.5108245575,Stylized or fanciful crowns,,0.01,0.000632791,
02.03.15,1,0.1871,0.1871,72,0.5108245575,"Other professionals (women), astronauts",,0.01,5.03435950361215E-005,
02.03.11,1,0.1871,0.1871,240,0.5108245575,"Women cooking or doing housework, waitresses",,0.01,0.000167812,
24.01.05,1,0.336350636,0.336350636,1787,0.5108245575,Shields containing other figurative elements or inscriptions,,0.01,0.0012495001,
20.01.17,1,0.1075,0.1075,173,0.5108245575,"Other small office requisites, paper clips, pencil sharpeners, adhesive tape dispensers, inking pads, toner cartridges",,0.01,0.0001209645,
26.11.01,1,0.1288,0.1288,16823,0.5108245575,One line or one band,,0.01,0.0117629208,
02.05.01,1,0.09499,0.09499,780,0.5108245575,"Heads, busts",,0.01,0.0005453889,
27.99.03,1,0.1219,0.1219,6684,0.5108245575,Letter “C”,,0.01,0.0046735637,
02.01.23,1,0.336350636,0.336350636,4945,0.5108245575,Other stylized men,,0.01,0.0034576261,
02.01.20,1,0.336350636,0.336350636,869,0.5108245575,"Men mounted on or accompanied by a horse, a mule or a donkey",,0.01,0.0006076192,
26.07.18,1,0.1059,0.1059,1166,0.5108245575,Triangles with lines,,0.01,0.0008152866,
26.03.04,1,0.1869,0.1869,3441,0.5108245575,"Several triangles, juxtaposed, joined or intersecting",,0.01,0.0024060043,
07.01.13,1,0.1031,0.1031,371,0.5108245575,Windmills or water mills,,0.01,0.0002594094,
26.99.24,1,0.2554,0.2554,3530,0.5108245575,Ellipses with dark surfaces or parts of surfaces,,0.01,0.0024682346,
29.01.96,1,0.1151,0.1151,11795,0.5108245575,Grey,,0.01,0.0082472598,
06.07.04,1,0.1309,0.1309,512,0.5108245575,Built-up areas,,0.01,0.0003579989,
28.05,1,0.1112351205,0.1112351205,949,0.5108245575,"INSCRIPTIONS IN CYRILLIC CHARACTERS (RUSSIAN, BULGARIAN ETC.)",,0.01,0.0006635566,
28.07,1,0.1171,0.1171,1430,0.5108245575,INSCRIPTIONS IN GREEK CHARACTERS,,0.01,0.0009998797,
26.11.13,1,0.1665,0.1665,8210,0.5108245575,"Wavy lines or bands, zigzag lines or bands",,0.01,0.0057405683,
26.11.12,1,0.1288,0.1288,14794,0.5108245575,Curved lines or bands (except A 26.11.13),,0.01,0.0103442103,
02.03.01,1,0.09499,0.09499,1615,0.5108245575,"Heads, busts",,0.01,0.0011292348,
26.01.98,1,0.1587,0.1587,1808,0.5108245575,Two circles juxtaposed,,0.01,0.0012641836,
02.01.11,1,0.1212,0.1212,811,0.5108245575,"Butchers, chefs, waiters, pastry cooks",,0.01,0.0005670647,
02.01.16,1,0.336350636,0.336350636,2887,0.5108245575,Shadows or silhouettes of men,,0.01,0.0020186383,
25.01.05,1,0.1161,0.1161,1624,0.5108245575,Ornamental bands and borders (except 25.1.9),,0.01,0.0011355278,
03.07.02,1,0.1025,0.1025,606,0.5108245575,Heraldic eagles,,0.01,0.0004237253,
04.03.19,1,0.97358335,0.97358335,144,0.5108245575,,,0.01,0.0001006872,
01.03.01,1,0.09943,0.09943,1580,0.5108245575,Sun rising or setting,,0.01,0.0011047622,
03.13.04,1,0.1551,0.1551,599,0.5108245575,"Bees, wasps",,0.01,0.0004188307,
25.05.25,1,0.1182,0.1182,2801,0.5108245575,"Other backgrounds divided into two, three or four",,0.01,0.0019585057,
03.04.25,1,0.1701,0.1701,174,0.5108245575,Animals of Series IV in costume,,0.01,0.0001216637,
03.04.26,1,0.1031,0.1031,298,0.5108245575,Animals of Series IVI standing,,0.01,0.0002083665,
01.01.04,1,0.108868846,0.108868846,978,0.5108245575,Three stars,,0.01,0.0006838338,
03.04.22,1,0.163,0.163,169,0.5108245575,"Animals of Series IV bounding, galloping",,0.01,0.0001181676,
20.05.07,1,0.1059,0.1059,1799,0.5108245575,"Plans, schematic drawings, diagrams, curves, outlines, graphics",,0.01,0.0012578907,
04.01.03,1,0.1813,0.1813,487,0.5108245575,"Other winged personages, fairies (except 4.1.4)",,0.01,0.0003405185,
19.01.05,1,0.1082067424,0.1082067424,155,0.5108245575,Barrels lying horizontally,,0.01,0.0001083786,
04.05.02,1,0.2237,0.2237,1534,0.5108245575,"Personified objects, combinations of objects representing a personage",,0.01,0.0010725983,
03.13.24,1,0.1551,0.1551,1371,0.5108245575,Insects or spiders stylized,,0.01,0.000958626,
02.01.04,1,0.1123511923,0.1123511923,1268,0.5108245575,"Men wearing folk or historical costume, cowboys, king, indian, mexican, pirat, viking, Napoleon",,0.01,0.0008866066,
03.11.24,1,0.72659364,0.72659364,620,0.5108245575,Animals of division 3.11 stylized,1,0.01,0.0004335143,
25.07.06,1,0.1171,0.1171,2236,0.5108245575,Surfaces or backgrounds covered with circles or ellipses,,0.01,0.0015634483,
09.05.25,1,0.1288,0.1288,32,0.5108245575,"Other sewing accessories, not classified in 9.5.1",,0.01,2.23749311271651E-005,
04.03.03,1,0.97358335,0.97358335,681,0.5108245575,Dragons,,0.01,0.0004761665,
08.01.09,1,0.1118,0.1118,383,0.5108245575,Small biscuits,,0.01,0.0002678,
26.02.01,1,0.1075,0.1075,929,0.5108245575,Segments of circles or ellipses (except 26.2.7),,0.01,0.0006495722,
26.99.03,1,0.2554,0.2554,15240,0.5108245575,One ellipse,,0.01,0.0106560609,
27.99.18,1,0.09904,0.09904,3851,0.5108245575,Letter “R”,,0.01,0.0026926831,
05.11.15,1,0.1271,0.1271,234,0.5108245575,"Cones, fir cones, hop cones",,0.01,0.0001636167,
06.19.16,1,0.1292,0.1292,628,0.5108245575,Landscapes with house(s),,0.01,0.000439108,
06.19.11,1,0.1292,0.1292,345,0.5108245575,"Grasslands, pastures",,0.01,0.0002412297,
06.01.01,1,0.158982163,0.158982163,149,0.5108245575,"Crags, rocks, walls of rocks",,0.01,0.0001041833,
06.01.02,1,0.158982163,0.158982163,1395,0.5108245575,"Mountains, mountain landscapes",,0.01,0.0009754072,
27.99.19,1,0.0989560308,0.0989560308,7412,0.5108245575,Letter “S”,,0.01,0.0051825934,
18.03.09,1,0.2118,0.2118,350,0.5108245575,Other sailing boats,,0.01,0.0002447258,
03.01.08,1,0.1765,0.1765,2965,0.5108245575,"Dogs, wolves, foxes",,0.01,0.0020731772,
25.07.17,1,0.1026,0.1026,671,0.5108245575,Surfaces or backgrounds covered with a repeated inscription,,0.01,0.0004691743,
25.01.25,1,0.0991550235,0.0991550235,4406,0.5108245575,Other ornamental motifs,,0.01,0.0030807483,
18.03.03,1,0.2118,0.2118,240,0.5108245575,"Viking boats, galleys, boats with a single square sail (set on a yard slung horizontally from the mast)",,0.01,0.000167812,
26.01,1,0.1112351205,0.1112351205,146,0.5108245575,CIRCLES,,0.01,0.0001020856,
03.01.02,1,0.1149377155,0.1149377155,1435,0.5108245575,Heraldic lions,,0.01,0.0010033758,
03.13.08,1,0.1086,0.1086,169,0.5108245575,"Spiders, spider webs",,0.01,0.0001181676,
24.15.08,1,0.1375,0.1375,2151,0.5108245575,Arrows combined with any other inscription (except A 24.15.17),,0.01,0.0015040149,
03.05.24,1,0.1294,0.1294,701,0.5108245575,Animals of Series V stylized,,0.01,0.0004901508,
24.15.07,1,0.1584801106,0.1584801106,1035,0.5108245575,"Arrows combined with a letter, monogram or numeral(s)",,0.01,0.0007236892,
19.11.04,1,0.1082067424,0.1082067424,532,0.5108245575,Receptacles for laboratory use and for pharmacy,,0.01,0.0003719832,
24.15.02,1,0.1375,0.1375,2666,0.5108245575,Two arrows,,0.01,0.0018641114,
01.11.08,1,0.1781,0.1781,1409,0.5108245575,"Stars grouped in circles, ovals or other geometrical figures",,0.01,0.0009851962,
27.99.07,1,0.1584801106,0.1584801106,4461,0.5108245575,Letter “G”,,0.01,0.0031192052,
27.99.06,1,0.0989560308,0.0989560308,3470,0.5108245575,Letter “F”,,0.01,0.0024262816,
